,name,currency_code,local_price,dollar_ex,date
1037,Finland,EUR,4.1,0.930232558,2016-01-01
1038,France,EUR,4.1,0.930232558,2016-01-01
1039,Britain,GBP,2.89,0.684532977,2016-01-01
1040,Greece,EUR,3.35,0.930232558,2016-01-01
1041,Hong Kong,HKD,19.2,7.75235,2016-01-01
1042,Hungary,HUF,900.0,292.67905,2016-01-01
1043,Indonesia,IDR,30500.0,13947.5,2016-01-01
1044,India,INR,127.0,66.8025,2016-01-01
1045,Ireland,EUR,3.95,0.930232558,2016-01-01
1046,Israel,ILS,16.9,3.94105,2016-01-01
1047,Italy,EUR,4.0,0.930232558,2016-01-01
1048,Japan,JPY,370.0,118.645,2016-01-01
1049,South Korea,KRW,4300.0,1197.75,2016-01-01
1050,Sri Lanka,LKR,350.0,144.05,2016-01-01
1051,Mexico,MXN,49.0,17.43675,2016-01-01
1052,Malaysia,MYR,8.0,4.3925,2016-01-01
1053,Netherlands,EUR,3.45,0.930232558,2016-01-01
1054,Norway,NOK,46.8,8.97465,2016-01-01
1055,New Zealand,NZD,5.9,1.508068165,2016-01-01
1056,Pakistan,PKR,300.0,104.885,2016-01-01
1057,Peru,PEN,10.0,3.418,2016-01-01
1058,Philippines,PHP,131.0,47.0225,2016-01-01
1059,Poland,PLN,9.6,4.0477,2016-01-01
1060,Portugal,EUR,3.0,0.930232558,2016-01-01
1061,Russia,RUB,114.0,74.655,2016-01-01
1062,Saudi Arabia,SAR,12.0,3.7543,2016-01-01
1063,Singapore,SGD,4.7,1.43725,2016-01-01
1064,Sweden,SEK,45.0,8.60185,2016-01-01
1065,Thailand,THB,112.0,36.22,2016-01-01
1066,Turkey,TRY,10.25,3.0096,2016-01-01
1067,Taiwan,TWD,69.0,33.2315,2016-01-01
1068,Ukraine,UAH,36.0,23.35,2016-01-01
1069,Uruguay,UYU,113.0,30.185,2016-01-01
1070,United States,USD,4.29,1.0,2016-01-01
1071,Venezuela,VEF,132.0,198.6986,2016-01-01
1072,Vietnam,VND,60000.0,22467.5,2016-01-01
1073,South Africa,ZAR,28.0,15.81375,2016-01-01
1074,UAE,AED,13.0,3.6731,2016-07-01
1075,Argentina,ARS,50.0,14.935,2016-07-01
1076,Australia,AUD,5.75,1.335737661,2016-07-01
1077,Austria,EUR,3.6,0.908306463,2016-07-01
1078,Belgium,EUR,3.95,0.908306463,2016-07-01
1079,Brazil,BRL,15.5,3.24145,2016-07-01
1080,Canada,CAD,6.0,1.303,2016-07-01
1081,Switzerland,CHF,6.5,0.9861,2016-07-01
1082,Chile,CLP,2300.0,651.12,2016-07-01
1083,China,CNY,18.6,6.678,2016-07-01
1084,Colombia,COP,8900.0,2929.0,2016-07-01
1085,Costa Rica,CRC,2250.0,546.39,2016-07-01
1086,Czech Republic,CZK,75.0,24.54655,2016-07-01
1087,Germany,EUR,3.79,0.908306463,2016-07-01
1088,Denmark,DKK,30.0,6.75715,2016-07-01
1089,Egypt,EGP,23.0,8.87995,2016-07-01
1090,Spain,EUR,3.5,0.908306463,2016-07-01
1091,Estonia,EUR,3.1,0.908306463,2016-07-01
1092,Euro area,EUR,3.82,0.908306463,2016-07-01
1093,Finland,EUR,4.6,0.908306463,2016-07-01
1094,France,EUR,4.1,0.908306463,2016-07-01
1095,Britain,GBP,2.99,0.758840492,2016-07-01
1096,Greece,EUR,3.35,0.908306463,2016-07-01
1097,Hong Kong,HKD,19.2,7.7554,2016-07-01
1098,Hungary,HUF,900.0,285.6397,2016-07-01
1099,Indonesia,IDR,31000.0,13112.5,2016-07-01
1100,India,INR,162.0,67.2,2016-07-01
1101,Ireland,EUR,4.0,0.908306463,2016-07-01
1102,Israel,ILS,16.9,3.85875,2016-07-01
1103,Italy,EUR,4.2,0.908306463,2016-07-01
1104,Japan,JPY,370.0,106.725,2016-07-01
1105,South Korea,KRW,4400.0,1140.95,2016-07-01
1106,Sri Lanka,LKR,530.0,146.2,2016-07-01
1107,Mexico,MXN,44.0,18.535,2016-07-01
1108,Malaysia,MYR,8.0,4.027,2016-07-01
1109,Netherlands,EUR,3.45,0.908306463,2016-07-01
1110,Norway,NOK,46.8,8.49355,2016-07-01
1111,New Zealand,NZD,6.0,1.421363087,2016-07-01
1112,Pakistan,PKR,375.0,104.82,2016-07-01
1113,Peru,PEN,10.0,3.30585,2016-07-01
1114,Philippines,PHP,133.0,47.115,2016-07-01
1115,Poland,PLN,9.6,3.96565,2016-07-01
1116,Portugal,EUR,3.05,0.908306463,2016-07-01
1117,Russia,RUB,130.0,63.40755,2016-07-01
1118,Saudi Arabia,SAR,12.0,3.7505,2016-07-01
1119,Singapore,SGD,5.45,1.3577,2016-07-01
1120,Sweden,SEK,44.94,8.59485,2016-07-01
1121,Thailand,THB,119.0,34.965,2016-07-01
1122,Turkey,TRY,10.75,3.04305,2016-07-01
1123,Taiwan,TWD,69.0,32.029,2016-07-01
1124,Ukraine,UAH,39.0,24.8,2016-07-01
1125,Uruguay,UYU,123.0,30.165,2016-07-01
1126,United States,USD,4.5,1.0,2016-07-01
1127,Venezuela,VEF,2170.0,641.4001,2016-07-01
1128,Vietnam,VND,60000.0,22300.0,2016-07-01
1129,South Africa,ZAR,30.0,14.27375,2016-07-01
1130,UAE,AED,13.0,3.673,2017-01-01
1131,Argentina,ARS,55.0,15.8575,2017-01-01
1132,Australia,AUD,5.8,1.356668023,2017-01-01
1133,Austria,EUR,3.4,0.955246692,2017-01-01
1134,Belgium,EUR,3.95,0.955246692,2017-01-01
1135,Brazil,BRL,16.5,3.22395,2017-01-01
1136,Canada,CAD,5.98,1.326,2017-01-01
1137,Switzerland,CHF,6.5,1.0236,2017-01-01
1138,Chile,CLP,2450.0,672.805,2017-01-01
1139,China,CNY,19.6,6.9266,2017-01-01
1140,Colombia,COP,9900.0,2994.625,2017-01-01
1141,Costa Rica,CRC,2250.0,554.33,2017-01-01
1142,Czech Republic,CZK,75.0,25.81175,2017-01-01
1143,Germany,EUR,3.79,0.955246692,2017-01-01
1144,Denmark,DKK,30.0,7.10125,2017-01-01
1145,Egypt,EGP,27.49,18.77,2017-01-01
1146,Spain,EUR,3.95,0.955246692,2017-01-01
1147,Estonia,EUR,3.1,0.955246692,2017-01-01
1148,Euro area,EUR,3.88,0.955246692,2017-01-01
1149,Finland,EUR,4.55,0.955246692,2017-01-01
1150,France,EUR,4.1,0.955246692,2017-01-01
1151,Britain,GBP,3.09,0.82877507,2017-01-01
1152,Greece,EUR,3.35,0.955246692,2017-01-01
1153,Hong Kong,HKD,19.2,7.75595,2017-01-01
1154,Hungary,HUF,900.0,294.6172,2017-01-01
1155,Indonesia,IDR,31000.0,13329.0,2017-01-01
1156,India,INR,170.0,68.3275,2017-01-01
1157,Ireland,EUR,4.0,0.955246692,2017-01-01
1158,Israel,ILS,16.9,3.855,2017-01-01
1159,Italy,EUR,4.2,0.955246692,2017-01-01
1160,Japan,JPY,380.0,116.665,2017-01-01
1161,South Korea,KRW,4400.0,1196.45,2017-01-01
1162,Sri Lanka,LKR,550.0,150.06,2017-01-01
1163,Mexico,MXN,49.0,21.9505,2017-01-01
1164,Malaysia,MYR,8.0,4.4715,2017-01-01
1165,Netherlands,EUR,3.61,0.955246692,2017-01-01
1166,Norway,NOK,49.0,8.64835,2017-01-01
1167,New Zealand,NZD,6.0,1.43358899,2017-01-01
1168,Pakistan,PKR,375.0,104.775,2017-01-01
1169,Peru,PEN,11.0,3.3929,2017-01-01
1170,Philippines,PHP,133.0,49.615,2017-01-01
1171,Poland,PLN,9.6,4.17215,2017-01-01
1172,Portugal,EUR,3.05,0.955246692,2017-01-01
1173,Russia,RUB,130.0,60.4375,2017-01-01
1174,Saudi Arabia,SAR,12.0,3.75065,2017-01-01
1175,Singapore,SGD,5.6,1.43875,2017-01-01
1176,Sweden,SEK,48.0,9.12455,2017-01-01
1177,Thailand,THB,119.0,35.573,2017-01-01
1178,Turkey,TRY,10.75,3.91115,2017-01-01
1179,Taiwan,TWD,69.0,31.905,2017-01-01
1180,Ukraine,UAH,42.0,27.235,2017-01-01
1181,Uruguay,UYU,125.0,28.725,2017-01-01
1182,United States,USD,4.5,1.0,2017-01-01
1183,Venezuela,VEF,3550.0,676.6047,2017-01-01
1184,Vietnam,VND,60000.0,22572.0,2017-01-01
1185,South Africa,ZAR,26.32,13.9525,2017-01-01
1186,UAE,AED,14.0,3.673,2017-07-01
1187,Argentina,ARS,70.0,16.9675,2017-07-01
1188,Australia,AUD,5.9,1.303016483,2017-07-01
1189,Austria,EUR,3.4,0.875695083,2017-07-01
1190,Belgium,EUR,4.05,0.875695083,2017-07-01
1191,Brazil,BRL,16.5,3.2343,2017-07-01
1192,Canada,CAD,5.97,1.2823,2017-07-01
1193,Switzerland,CHF,6.5,0.96415,2017-07-01
1194,Chile,CLP,2550.0,663.355,2017-07-01
1195,China,CNY,19.8,6.7875,2017-07-01
1196,Colombia,COP,9900.0,3052.16,2017-07-01
1197,Costa Rica,CRC,2290.0,572.495,2017-07-01
1198,Czech Republic,CZK,75.0,22.8561,2017-07-01
1199,Germany,EUR,3.9,0.875695083,2017-07-01
1200,Denmark,DKK,30.0,6.51255,2017-07-01
1201,Egypt,EGP,31.37,17.885,2017-07-01
1202,Spain,EUR,3.8,0.875695083,2017-07-01
1203,Estonia,EUR,3.15,0.875695083,2017-07-01
1204,Euro area,EUR,3.91,0.875695083,2017-07-01
1205,Finland,EUR,4.56,0.875695083,2017-07-01
1206,France,EUR,4.1,0.875695083,2017-07-01
1207,Britain,GBP,3.19,0.775885479,2017-07-01
1208,Greece,EUR,3.35,0.875695083,2017-07-01
1209,Hong Kong,HKD,19.2,7.8115,2017-07-01
1210,Hungary,HUF,862.0,268.6239,2017-07-01
1211,Indonesia,IDR,32126.0,13369.5,2017-07-01
1212,India,INR,178.0,64.5575,2017-07-01
1213,Ireland,EUR,4.07,0.875695083,2017-07-01
1214,Israel,ILS,16.9,3.5405,2017-07-01
1215,Italy,EUR,4.2,0.875695083,2017-07-01
1216,Japan,JPY,380.0,113.06,2017-07-01
1217,South Korea,KRW,4400.0,1144.65,2017-07-01
1218,Sri Lanka,LKR,580.0,153.725,2017-07-01
1219,Mexico,MXN,49.0,17.79075,2017-07-01
1220,Malaysia,MYR,8.6,4.2935,2017-07-01
1221,Netherlands,EUR,3.61,0.875695083,2017-07-01
1222,Norway,NOK,49.0,8.2852,2017-07-01
1223,New Zealand,NZD,6.1,1.376273053,2017-07-01
1224,Pakistan,PKR,375.0,105.15,2017-07-01
1225,Peru,PEN,10.5,3.2515,2017-07-01
1226,Philippines,PHP,134.0,50.5765,2017-07-01
1227,Poland,PLN,10.1,3.7086,2017-07-01
1228,Portugal,EUR,3.25,0.875695083,2017-07-01
1229,Russia,RUB,137.0,60.1369,2017-07-01
1230,Saudi Arabia,SAR,12.0,3.75015,2017-07-01
1231,Singapore,SGD,5.6,1.3777,2017-07-01
1232,Sweden,SEK,48.97,8.41565,2017-07-01
1233,Thailand,THB,119.0,34.0365,2017-07-01
1234,Turkey,TRY,10.75,3.57605,2017-07-01
1235,Taiwan,TWD,69.0,30.4775,2017-07-01
1236,Ukraine,UAH,44.0,25.915,2017-07-01
1237,Uruguay,UYU,130.0,28.705,2017-07-01
1238,United States,USD,4.5,1.0,2017-07-01
1239,Venezuela,VEF,10950.0,2700.0,2017-07-01
1240,Vietnam,VND,60000.0,22732.5,2017-07-01
1241,South Africa,ZAR,30.0,13.27,2017-07-01
1242,UAE,AED,14.0,3.673,2018-01-01
1243,Argentina,ARS,75.0,18.9375,2018-01-01
1244,Australia,AUD,5.9,1.253682693,2018-01-01
1245,Austria,EUR,3.4,0.816826629,2018-01-01
1246,Belgium,EUR,4.1,0.816826629,2018-01-01
1247,Brazil,BRL,16.5,3.2279,2018-01-01
1248,Canada,CAD,6.55,1.2459,2018-01-01
1249,Switzerland,CHF,6.5,0.96085,2018-01-01
1250,Chile,CLP,2600.0,605.935,2018-01-01
1251,China,CNY,20.4,6.432,2018-01-01
1252,Colombia,COP,10900.0,2844.12,2018-01-01
1253,Costa Rica,CRC,2290.0,568.53,2018-01-01
1254,Czech Republic,CZK,79.0,20.747,2018-01-01
1255,Germany,EUR,3.9,0.816826629,2018-01-01
1256,Denmark,DKK,30.0,6.0827,2018-01-01
1257,Egypt,EGP,34.21,17.7,2018-01-01
1258,Spain,EUR,3.95,0.816826629,2018-01-01
1259,Estonia,EUR,3.15,0.816826629,2018-01-01
1260,Euro area,EUR,3.95,0.816826629,2018-01-01
1261,Finland,EUR,4.56,0.816826629,2018-01-01
1262,France,EUR,4.2,0.816826629,2018-01-01
1263,Britain,GBP,3.19,0.72285673,2018-01-01
1264,Greece,EUR,3.35,0.816826629,2018-01-01
1265,Hong Kong,HKD,20.5,7.819,2018-01-01
1266,Hungary,HUF,864.0,252.14215,2018-01-01
1267,Indonesia,IDR,35750.0,13359.0,2018-01-01
1268,India,INR,180.0,63.86125,2018-01-01
1269,Ireland,EUR,4.07,0.816826629,2018-01-01
1270,Israel,ILS,16.5,3.43635,2018-01-01
1271,Italy,EUR,4.2,0.816826629,2018-01-01
1272,Japan,JPY,380.0,110.725,2018-01-01
1273,South Korea,KRW,4400.0,1069.25,2018-01-01
1274,Sri Lanka,LKR,580.0,153.8,2018-01-01
1275,Mexico,MXN,48.0,18.6635,2018-01-01
1276,Malaysia,MYR,9.0,3.954,2018-01-01
1277,Netherlands,EUR,3.71,0.816826629,2018-01-01
1278,Norway,NOK,49.0,7.8501,2018-01-01
1279,New Zealand,NZD,6.2,1.374664925,2018-01-01
1280,Pakistan,PKR,375.0,110.505,2018-01-01
1281,Peru,PEN,10.5,3.212,2018-01-01
1282,Philippines,PHP,134.0,50.725,2018-01-01
1283,Poland,PLN,10.1,3.40575,2018-01-01
1284,Portugal,EUR,3.2,0.816826629,2018-01-01
1285,Russia,RUB,130.0,56.745,2018-01-01
1286,Saudi Arabia,SAR,12.0,3.7503,2018-01-01
1287,Singapore,SGD,5.8,1.32255,2018-01-01
1288,Sweden,SEK,49.1,8.0188,2018-01-01
1289,Thailand,THB,119.0,31.95,2018-01-01
1290,Turkey,TRY,10.75,3.8026,2018-01-01
1291,Taiwan,TWD,69.0,29.553,2018-01-01
1292,Ukraine,UAH,47.0,28.715,2018-01-01
1293,Uruguay,UYU,140.0,28.58,2018-01-01
1294,United States,USD,4.61,1.0,2018-01-01
1295,Venezuela,VEF,0.0,0.0,2018-01-01
1296,Vietnam,VND,65000.0,22711.5,2018-01-01
1297,South Africa,ZAR,30.0,12.25815,2018-01-01
1298,United Arab Emirates,AED,14.0,3.67315,2018-07-01
1299,Argentina,ARS,75.0,27.725,2018-07-01
1300,Australia,AUD,6.05,1.339853956,2018-07-01
1301,Austria,EUR,3.4,0.853205921,2018-07-01
1302,Azerbaijan,AZN,3.95,1.70175,2018-07-01
1303,Belgium,EUR,4.1,0.853205921,2018-07-01
1304,Bahrain,BHD,1.2,0.37955,2018-07-01
1305,Brazil,BRL,16.9,3.83835,2018-07-01
1306,Canada,CAD,6.65,1.31235,2018-07-01
1307,Switzerland,CHF,6.5,0.99325,2018-07-01
1308,Chile,CLP,2640.0,651.73,2018-07-01
1309,China,CNY,20.5,6.622,2018-07-01
1310,Colombia,COP,11900.0,2874.07,2018-07-01
1311,Costa Rica,CRC,2290.0,567.8,2018-07-01
1312,Czech Republic,CZK,75.0,22.06475,2018-07-01
1313,Germany,EUR,4.12,0.853205921,2018-07-01
1314,Denmark,DKK,30.0,6.3591,2018-07-01
1315,Egypt,EGP,31.37,17.905,2018-07-01
1316,Spain,EUR,4.1,0.853205921,2018-07-01
1317,Estonia,EUR,3.15,0.853205921,2018-07-01
1318,Euro area,EUR,4.04,0.853205921,2018-07-01
1319,Finland,EUR,4.62,0.853205921,2018-07-01
1320,France,EUR,4.2,0.853205921,2018-07-01
1321,Britain,GBP,3.19,0.753863551,2018-07-01
1322,Greece,EUR,3.35,0.853205921,2018-07-01
1323,Guatemala,GTQ,25.0,7.4871,2018-07-01
1324,Hong Kong,HKD,20.0,7.84825,2018-07-01
1325,Honduras,HNL,85.0,23.9926,2018-07-01
1326,Croatia,HRK,21.0,6.31275,2018-07-01
1327,Hungary,HUF,850.0,276.4302,2018-07-01
1328,Indonesia,IDR,31500.0,14360.0,2018-07-01
1329,India,INR,173.0,68.825,2018-07-01
1330,Ireland,EUR,4.07,0.853205921,2018-07-01
1331,Israel,ILS,17.0,3.6349,2018-07-01
1332,Italy,EUR,4.2,0.853205921,2018-07-01
1333,Jordan,JOD,1.95,0.71005,2018-07-01
1334,Japan,JPY,390.0,111.25,2018-07-01
1335,South Korea,KRW,4500.0,1116.0,2018-07-01
1336,Kuwait,KWD,1.05,0.3025,2018-07-01
1337,Lebanon,LBP,6500.0,1511.0,2018-07-01
1338,Sri Lanka,LKR,580.0,159.27,2018-07-01
1339,Lithuania,EUR,2.8,0.853205921,2018-07-01
1340,Latvia,EUR,2.7,0.853205921,2018-07-01
1341,Moldova,MDL,43.0,16.6526,2018-07-01
1342,Mexico,MXN,49.0,19.0515,2018-07-01
1343,Malaysia,MYR,8.45,4.0225,2018-07-01
1344,Nicaragua,NIO,103.0,31.5872,2018-07-01
1345,Netherlands,EUR,3.79,0.853205921,2018-07-01
1346,Norway,NOK,42.0,8.0415,2018-07-01
1347,New Zealand,NZD,6.2,1.464343242,2018-07-01
1348,Oman,OMR,1.05,0.385,2018-07-01
1349,Pakistan,PKR,375.0,121.49,2018-07-01
1350,Peru,PEN,10.5,3.2715,2018-07-01
1351,Philippines,PHP,140.0,53.487,2018-07-01
1352,Poland,PLN,10.1,3.68695,2018-07-01
1353,Portugal,EUR,3.25,0.853205921,2018-07-01
1354,Qatar,QAR,12.0,3.641,2018-07-01
1355,Romania,RON,9.2,3.97325,2018-07-01
1356,Russia,RUB,130.0,62.14065,2018-07-01
1357,Saudi Arabia,SAR,12.0,3.7504,2018-07-01
1358,Singapore,SGD,5.8,1.35585,2018-07-01
1359,Slovakia,EUR,3.0,0.853205921,2018-07-01
1360,Slovenia,EUR,2.3,0.853205921,2018-07-01
1361,Sweden,SEK,51.0,8.7526,2018-07-01
1362,Thailand,THB,119.0,33.17,2018-07-01
1363,Turkey,TRY,10.75,4.70625,2018-07-01
1364,Taiwan,TWD,69.0,30.3725,2018-07-01
1365,Ukraine,UAH,50.0,26.199,2018-07-01
1366,Uruguay,UYU,140.0,31.31,2018-07-01
1367,United States,USD,4.62,1.0,2018-07-01
1368,Vietnam,VND,65000.0,23039.5,2018-07-01
1369,South Africa,ZAR,31.0,13.3619,2018-07-01
1370,United Arab Emirates,AED,14.0,3.67315,2019-01-01
1371,Argentina,ARS,75.0,37.455,2019-01-01
1372,Australia,AUD,6.1,1.401639919,2019-01-01
1373,Austria,EUR,3.76,0.872486149,2019-01-01
1374,Azerbaijan,AZN,3.95,1.6965,2019-01-01
1375,Belgium,EUR,4.2,0.872486149,2019-01-01
1376,Bahrain,BHD,1.2,0.377,2019-01-01
1377,Brazil,BRL,16.9,3.71795,2019-01-01
1378,Canada,CAD,6.77,1.3314,2019-01-01
1379,Switzerland,CHF,6.5,0.98165,2019-01-01
1380,Chile,CLP,2640.0,678.99,2019-01-01
1381,China,CNY,20.9,6.8497,2019-01-01
1382,Colombia,COP,11900.0,3191.5,2019-01-01
1383,Costa Rica,CRC,2290.0,606.975,2019-01-01
1384,Czech Republic,CZK,85.0,22.31165,2019-01-01
1385,Germany,EUR,4.12,0.872486149,2019-01-01
1386,Denmark,DKK,30.0,6.51545,2019-01-01
1387,Egypt,EGP,40.0,17.91,2019-01-01
1388,Spain,EUR,3.95,0.872486149,2019-01-01
1389,Estonia,EUR,3.2,0.872486149,2019-01-01
1390,Euro area,EUR,4.05,0.872486149,2019-01-01
1391,Finland,EUR,4.62,0.872486149,2019-01-01
1392,France,EUR,4.2,0.872486149,2019-01-01
1393,Britain,GBP,3.19,0.78320802,2019-01-01
1394,Greece,EUR,3.35,0.872486149,2019-01-01
1395,Guatemala,GTQ,25.0,7.7283,2019-01-01
1396,Hong Kong,HKD,20.0,7.83435,2019-01-01
1397,Honduras,HNL,85.0,24.3391,2019-01-01
1398,Croatia,HRK,21.0,6.47885,2019-01-01
1399,Hungary,HUF,850.0,280.26875,2019-01-01
1400,Indonesia,IDR,33000.0,14090.0,2019-01-01
1401,India,INR,178.0,69.685,2019-01-01
1402,Ireland,EUR,4.07,0.872486149,2019-01-01
1403,Israel,ILS,17.0,3.70785,2019-01-01
1404,Italy,EUR,4.2,0.872486149,2019-01-01
1405,Jordan,JOD,1.95,0.7096,2019-01-01
1406,Japan,JPY,390.0,108.44,2019-01-01
1407,South Korea,KRW,4500.0,1118.6,2019-01-01
1408,Kuwait,KWD,1.05,0.3031,2019-01-01
1409,Lebanon,LBP,6500.0,1507.0,2019-01-01
1410,Sri Lanka,LKR,580.0,182.245,2019-01-01
1411,Lithuania,EUR,2.85,0.872486149,2019-01-01
1412,Latvia,EUR,2.8,0.872486149,2019-01-01
1413,Moldova,MDL,40.0,17.263,2019-01-01
1414,Mexico,MXN,49.0,19.30875,2019-01-01
1415,Malaysia,MYR,9.05,4.1175,2019-01-01
1416,Nicaragua,NIO,103.0,32.3607,2019-01-01
1417,Netherlands,EUR,4.0,0.872486149,2019-01-01
1418,Norway,NOK,50.0,8.5329,2019-01-01
1419,New Zealand,NZD,6.2,1.479289941,2019-01-01
1420,Oman,OMR,1.05,0.3849,2019-01-01
1421,Pakistan,PKR,460.0,138.88,2019-01-01
1422,Peru,PEN,10.5,3.3485,2019-01-01
1423,Philippines,PHP,140.0,52.3925,2019-01-01
1424,Poland,PLN,10.5,3.74845,2019-01-01
1425,Portugal,EUR,3.25,0.872486149,2019-01-01
1426,Qatar,QAR,12.0,3.64125,2019-01-01
1427,Romania,RON,9.3,4.06695,2019-01-01
1428,Russia,RUB,110.17,66.685,2019-01-01
1429,Saudi Arabia,SAR,12.0,3.75115,2019-01-01
1430,Singapore,SGD,5.8,1.3559,2019-01-01
1431,Slovakia,EUR,3.2,0.872486149,2019-01-01
1432,Slovenia,EUR,2.3,0.872486149,2019-01-01
1433,Sweden,SEK,52.0,8.90625,2019-01-01
1434,Thailand,THB,119.0,32.0075,2019-01-01
1435,Turkey,TRY,10.75,5.3834,2019-01-01
1436,Taiwan,TWD,69.0,30.803,2019-01-01
1437,Ukraine,UAH,54.0,27.8,2019-01-01
1438,Uruguay,UYU,140.0,32.51,2019-01-01
1439,United States,USD,4.71,1.0,2019-01-01
1440,Vietnam,VND,65000.0,23199.0,2019-01-01
1441,South Africa,ZAR,31.0,13.8675,2019-01-01
1442,United Arab Emirates,AED,14.75,3.67315,2019-07-09
1443,Argentina,ARS,120.0,41.8045,2019-07-09
1444,Australia,AUD,6.15,1.443626389,2019-07-09
1445,Austria,EUR,3.81,0.892339267,2019-07-09
1446,Azerbaijan,AZN,3.95,1.6965,2019-07-09
1447,Belgium,EUR,4.2,0.892339267,2019-07-09
1448,Bahrain,BHD,1.4,0.377,2019-07-09
1449,Brazil,BRL,17.5,3.8073,2019-07-09
1450,Canada,CAD,6.77,1.31305,2019-07-09
1451,Switzerland,CHF,6.5,0.99355,2019-07-09
1452,Chile,CLP,2640.0,689.75,2019-07-09
1453,China,CNY,21.0,6.8846,2019-07-09
1454,Colombia,COP,11900.0,3227.0,2019-07-09
1455,Costa Rica,CRC,2290.0,581.935,2019-07-09
1456,Czech Republic,CZK,85.0,22.7993,2019-07-09
1457,Germany,EUR,4.14,0.892339267,2019-07-09
1458,Denmark,DKK,30.0,6.6593,2019-07-09
1459,Egypt,EGP,42.0,16.615,2019-07-09
1460,Spain,EUR,3.95,0.892339267,2019-07-09
1461,Estonia,EUR,3.2,0.892339267,2019-07-09
1462,Euro area,EUR,4.08,0.892339267,2019-07-09
1463,Finland,EUR,4.75,0.892339267,2019-07-09
1464,France,EUR,4.2,0.892339267,2019-07-09
1465,Britain,GBP,3.29,0.802181935,2019-07-09
1466,Greece,EUR,3.3,0.892339267,2019-07-09
1467,Guatemala,GTQ,25.0,7.6802,2019-07-09
1468,Hong Kong,HKD,20.5,7.8105,2019-07-09
1469,Honduras,HNL,86.0,24.4834,2019-07-09
1470,Croatia,HRK,22.0,6.5981,2019-07-09
1471,Hungary,HUF,900.0,290.5412,2019-07-09
1472,Indonesia,IDR,32000.0,14130.0,2019-07-09
1473,India,INR,183.0,68.5544,2019-07-09
1474,Ireland,EUR,4.3,0.892339267,2019-07-09
1475,Israel,ILS,17.0,3.5667,2019-07-09
1476,Italy,EUR,4.3,0.892339267,2019-07-09
1477,Jordan,JOD,2.3,0.709,2019-07-09
1478,Japan,JPY,390.0,108.765,2019-07-09
1479,South Korea,KRW,4500.0,1180.55,2019-07-09
1480,Kuwait,KWD,1.1,0.3045,2019-07-09
1481,Lebanon,LBP,6500.0,1507.0,2019-07-09
1482,Sri Lanka,LKR,640.0,175.675,2019-07-09
1483,Lithuania,EUR,2.85,0.892339267,2019-07-09
1484,Latvia,EUR,2.85,0.892339267,2019-07-09
1485,Moldova,MDL,43.0,17.8142,2019-07-09
1486,Mexico,MXN,50.0,18.89525,2019-07-09
1487,Malaysia,MYR,8.85,4.1425,2019-07-09
1488,Nicaragua,NIO,110.0,33.1621,2019-07-09
1489,Netherlands,EUR,4.06,0.892339267,2019-07-09
1490,Norway,NOK,42.0,8.65275,2019-07-09
1491,New Zealand,NZD,6.4,1.513431706,2019-07-09
1492,Oman,OMR,1.21,0.385,2019-07-09
1493,Pakistan,PKR,480.0,157.45,2019-07-09
1494,Peru,PEN,10.5,3.2868,2019-07-09
1495,Philippines,PHP,142.0,51.3175,2019-07-09
1496,Poland,PLN,10.8,3.80775,2019-07-09
1497,Portugal,EUR,3.25,0.892339267,2019-07-09
1498,Qatar,QAR,13.0,3.64175,2019-07-09
1499,Romania,RON,9.3,4.2192,2019-07-09
1500,Russia,RUB,130.0,63.83875,2019-07-09
1501,Saudi Arabia,SAR,13.0,3.75035,2019-07-09
1502,Singapore,SGD,5.8,1.3613,2019-07-09
1503,Slovakia,EUR,3.2,0.892339267,2019-07-09
1504,Slovenia,EUR,2.4,0.892339267,2019-07-09
1505,Sweden,SEK,51.0,9.47505,2019-07-09
1506,Thailand,THB,119.0,30.8275,2019-07-09
1507,Turkey,TRY,13.99,5.722,2019-07-09
1508,Taiwan,TWD,72.0,31.172,2019-07-09
1509,Ukraine,UAH,57.0,25.6475,2019-07-09
1510,Uruguay,UYU,164.0,35.1695,2019-07-09
1511,United States,USD,4.71,1.0,2019-07-09
1512,Vietnam,VND,65000.0,23231.0,2019-07-09
1513,South Africa,ZAR,31.0,14.175,2019-07-09
1514,United Arab Emirates,AED,14.75,3.67315,2020-01-14
1515,Argentina,ARS,171.0,60.0656,2020-01-14
1516,Australia,AUD,6.45,1.449065353,2020-01-14
1517,Austria,EUR,3.84,0.899159286,2020-01-14
1518,Azerbaijan,AZN,3.95,1.6965,2020-01-14
1519,Belgium,EUR,4.3,0.899159286,2020-01-14
1520,Bahrain,BHD,1.4,0.377,2020-01-14
1521,Brazil,BRL,19.9,4.1419,2020-01-14
1522,Canada,CAD,6.77,1.30655,2020-01-14
1523,Switzerland,CHF,6.5,0.96825,2020-01-14
1524,Chile,CLP,2640.0,772.74,2020-01-14
1525,China,CNY,21.5,6.885,2020-01-14
1526,Colombia,COP,11900.0,3287.625,2020-01-14
1527,Costa Rica,CRC,2350.0,569.965,2020-01-14
1528,Czech Republic,CZK,85.0,22.63095,2020-01-14
1529,Germany,EUR,4.14,0.899159286,2020-01-14
1530,Denmark,DKK,30.0,6.71935,2020-01-14
1531,Egypt,EGP,42.0,15.88,2020-01-14
1532,Spain,EUR,4.2,0.899159286,2020-01-14
1533,Estonia,EUR,3.2,0.899159286,2020-01-14
